price,ma7_25h,ma25_99h,ma7d_25d,ret_1h,ret_3h,vol_12h,zscore_24h,accel_3h
506.3261049130271,0.042620241740494516,0.028909459766201445,0.05040387961122392,0.03034242209378113,0.043594486760972107,0.010953655410671859,2.576196943595895,310.40999999999985
461.7252156347029,0.04650795127188439,0.0316801394673138,0.05074279684638232,-0.0035462841638311815,0.032794778964558624,0.011354365105521463,2.1094047976370267,-87.46000000000095
448.96921812766374,0.05050118174935832,0.03463016453432595,0.05107245995036649,0.007459632413126194,0.03434725415344664,0.011277155886144459,2.0204441641518427,14.630000000002838
465.9945974997699,0.05220073454783438,0.03789960371473812,0.051504799353572245,0.008245702309950476,0.012164646756036346,0.011080961610006235,1.9656755687493834,-182.7400000000016
432.19019632735086,0.05543104701254773,0.04137226986385279,0.05236704326537037,0.006890576049868535,0.02276606332316411,0.010774708205665782,1.8894973241906419,90.81000000000131
468.4246397600779,0.058072482997921795,0.044794822761627925,0.053121765454444976,-0.0015221496071855523,0.013647820226378782,0.011064917142383598,1.6639222355631358,-77.55000000000291
457.1586413845616,0.05983967966504277,0.04816410202109019,0.054114898564417174,0.00019468587263693493,0.005553666942518687,0.01065829706140534,1.5130841499417582,-69.73999999999796
476.9951485601465,0.05740779030110599,0.05113035730851303,0.054481998768295015,-0.004482594942112228,-0.005804403207086417,0.011048249052748243,1.2935018177717967,-99.58000000000175
420.9914895364485,0.055595667916850465,0.05446873367018195,0.05511466485560421,0.0077146395204050755,0.0033927713477044374,0.009724748254011895,1.3499994179401187,80.8600000000024
453.82532880984365,0.05323882943217908,0.057395022940760036,0.055188092568293726,0.002191036606536967,0.0053955053391598895,0.009082128018222163,1.2904551516997371,17.599999999998545
476.74392563256686,0.05070868232212742,0.06019549102028589,0.054700807612992855,0.013729990070750153,0.023788806168967502,0.009385247837772817,1.4733782242269688,160.65000000000146
448.38963589796884,0.04943877351066704,0.06428790304284386,0.05551128236011889,0.02591536963242258,0.04227985812158597,0.0109893622504172,1.862097154081737,164.5699999999979
480.4788499789376,0.04983969832215055,0.06754540887612828,0.05527639096605106,0.00170807115330196,0.04177757348154376,0.008457497791714612,1.7281572096797269,-3.6199999999989814
488.501056769424,0.05156248421108204,0.07264544090284113,0.0568630853525953,0.023259276486742975,0.05157051339325602,0.009376991854545843,2.0112100217097013,92.75
487.4983571847264,0.05457268338452333,0.07731570544151198,0.05866508905218576,-0.010676001618605935,0.014064098935313352,0.010762337100936749,1.6187053954053423,-332.5599999999995
465.99395454366817,0.055688080707435576,0.08138265296133124,0.06018175503461287,-0.014921111026420797,-0.0027702035213862386,0.012308694753638747,1.2047195436667524,-154.6800000000003
457.4806625716497,0.05519982378854634,0.0868966534463343,0.06337576104404195,-0.010462074978204061,-0.035633757491628226,0.012961608796611623,0.910210328188436,-310.02000000000044
